sciname,keyid,commonname,token,plantneeds_lightfull,plantneeds_lightpartialsun,plantneeds_lightshade,plantneeds_moisturelow,plantneeds_moisturemed,plantneeds_moisturehigh,plantneeds_seasonalwet,plantneeds_aquatic,plantneeds_uniquesoils_acid,plantneeds_uniquesoils_basic,plantneeds_uniquesoils_clay,plantneeds_uniquesoils_welldrained,plantneeds_uniquesoils_gravel,plantneeds_uniquesoils_peat,plantneeds_uniquesoils_silt,plantneeds_uniquesoils_rocky,plantneeds_uniquesoils_shale,plantneeds_uniquesoils_mesic,plantneeds_uniquesoils_loam,plantneeds_uniquesoils_adaptable,plantneeds_uniquesoils_someorganicmaterial,plantneeds_uniquesoils_rich,plantneeds_uniquesoils_sand,plantneeds_uniquesoils_moist,plantneeds_uniquesoils_mucky,plantneeds_uniquesoils_xeric,plantneeds_uniquesoils_decayingleaf,plantneeds_uniquesoils_poor,ghspreadrapidly,ghdeerresistant,ghgroundhogresistant,bloomsjan,bloomsfeb,bloomsmar,bloomsapr,bloomsmay,bloomsjun,bloomsjul,bloomsaug,bloomssep,bloomsoct,bloomsnov,bloomsdec,pcheightlow,pcheighthigh,pcspreadlow,pcspreadhigh,pcgroundcover,albemarle_county,charlottesville_city,buckingham_county,culpeper_county,fluvanna_county,greene_county,louisa_county,madison_county,nelson_county,orange_county,virginia,united_states,disputed,fauquier_county,rappahannock_county,usda_id,group,durations_perennial,durations_annual,durations_biennial,growthhabits_forb_herb,growthhabits_graminoid,growthhabits_shrub,growthhabits_tree,growthhabits_subshrub,growthhabits_vine,berry_nut_seed_product,christmas_tree_product,fodder_product,lumber_product,naval_store_product,nursery_stock_product,palatable_graze_animal,palatable_human,post_product,pulpwood_product,veneer_product,palatable_browse_animal,protein_potential,fuelwood_product,after_harvest_regrowth_rate,bloat,coppice_potential,fall_conspicuous,fire_resistant,flower_color,flower_conspicuous,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_color,fruit_seed_conspicuous,growth_form,growth_rate,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,nitrogen_fixation,resprout_ability,shape_and_orientation,toxicity,cn_ratio,height_at_20_years_maximum_feet,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,anaerobic_tolerance,caco3_tolerance,cold_stratification_required,drought_tolerance,fertility_requirement,fire_tolerance,frost_free_days_minimum,hedge_tolerance,moisture_use,ph_maximum,ph_minimum,planting_density_per_acre_maximum,planting_density_per_acre_minimum,precipitation_maximum,precipitation_minimum,root_depth_minimum_inches,salinity_tolerance,shade_tolerance,temperature_minimum_f,bloom_period,commercial_availability,fruit_seed_abundance,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,seed_spread_rate,seedling_vigor,small_grain,vegetative_spread_rate,seed_per_pound,active_growth_spring,active_growth_summer,active_growth_fall,active_growth_winter
Calamagrostis canadensis,1164,"bluejoint,Canada reedgrass",CACA4,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,2.0,5.0,,,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,True,21103,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,High,False,False,False,False,Medium,Medium,,Moderate,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Yellow,False,Rhizomatous,Moderate,4.9,False,False,Long,False,None,False,Erect,None,,,False,True,True,High,Medium,False,Low,Medium,Low,102,None,Medium,8.0,4.5,7000,3450,65,14,16,None,Intolerant,-33,Late Spring,Routinely Available,Medium,Summer,Fall,False,False,False,False,False,False,True,False,True,False,Moderate,Medium,False,Slow,3837472,True,False,False,False
Calamagrostis coarctata,1165,"arctic reedgrass,Nuttall's reedgrass",CACO71,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,1.0,3.0,,,False,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,21127,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,High,False,False,False,False,,,,Moderate,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Yellow,False,Bunch,Moderate,4.9,False,False,Long,False,None,False,Erect,None,,,False,True,True,High,Medium,False,Low,Medium,Low,110,None,Medium,7.0,4.0,7000,3450,65,35,6,None,Intolerant,-28,Fall,Routinely Available,Medium,Summer,Fall,False,False,False,False,False,False,True,False,True,False,Moderate,Medium,False,Slow,,True,False,False,False
Carex amphibola ,1532,"creek,eastern narrow leaf sedge ",CAAM8,True,True,True,,True,,True,,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,,,,False,False,True,True,True,True,False,False,False,False,False,False,6.0,18.0,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18129,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Bunch,Moderate,2.0,False,False,Long,False,None,False,Semi-Erect,None,Medium,,False,True,True,Medium,Medium,False,Low,High,High,165,None,Medium,7.0,5.9,4800,2700,55,28,8,None,Tolerant,-3,Late Spring,No Known Source,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,None,,True,True,False,False
Carex appalachica,1637,Appalachian sedge,CAAP5,,True,True,True,,,,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,0.5,1.0,8.0,18,True,True,True,False,False,False,False,False,False,True,False,True,True,False,True,True,18150,Monocot,True,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Carex atlantica,1169,"prickly bog,Atlantic sedge",CAAT4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18180,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Dense,Porous,Coarse,Brown,False,Bunch,Moderate,1.8,False,False,Long,False,None,False,Semi-Erect,None,Medium,,False,True,True,High,Low,False,None,Medium,High,130,None,High,6.0,4.5,4800,2700,55,40,12,Low,Intermediate,-18,Late Spring,Routinely Available,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,Moderate,,True,True,False,False
Carex blanda,1170,eastern woodland sedge,CABL,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,1.0,1.0,12.0,24,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18236,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Bunch,Slow,2.0,False,False,Moderate,False,None,False,Erect,None,Medium,,False,True,True,High,Medium,False,Low,Medium,High,95,None,High,7.0,4.4,4800,2700,60,36,8,None,Tolerant,-28,Spring,Routinely Available,Low,Spring,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,None,,True,True,False,False
Carex cephalophora,1171,"oval leaf,apitate sedge",CACE,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,1.0,2.0,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18297,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Porous,Porous,Medium,Brown,False,Bunch,Moderate,2.6,False,False,Moderate,False,None,False,Erect,None,Medium,,True,False,True,Low,Low,False,Medium,Low,High,90,None,Low,7.0,4.8,4800,2700,55,36,8,None,Intermediate,-33,Late Spring,Routinely Available,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,None,,True,True,False,False
Carex comosa,1172,"longhair,bottlebrush,bristly sedge",CACO8,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,2.0,4.5,,,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,18321,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Rhizomatous,Slow,5.0,False,False,Long,False,None,False,Erect,None,Medium,,False,True,True,High,Medium,False,Low,Medium,High,90,None,High,7.5,4.6,4800,2700,55,14,8,Low,Intermediate,-28,Mid Summer,Routinely Available,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,Moderate,,True,True,True,False
Carex crinita,1173,"long hair,long fringed sedge",CACR6,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,2.0,4.0,18.0,36,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18330,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Medium,False,False,False,False,,,,Slow,None,False,False,True,Green,False,Green,Porous,Porous,Fine,Brown,False,Bunch,Moderate,5.2,False,False,Long,False,None,False,Erect,None,,,False,True,True,High,Medium,False,Low,Medium,Low,144,None,Medium,7.5,4.0,10912,1900,65,36,18,None,Intermediate,-33,Late Spring,Routinely Available,Medium,Summer,Fall,False,False,False,False,False,False,True,False,True,False,Slow,Medium,False,None,719988,True,False,False,False
Carex debilis,1174,white edge sedge,CADE5,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,10.0,40.0,10.0,40,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,18354,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Bunch,Moderate,3.0,False,False,Long,False,None,False,Semi-Erect,None,Medium,,True,False,True,High,Low,False,None,Low,High,180,None,High,6.6,4.6,4800,2700,55,36,8,None,Tolerant,-13,Late Spring,Routinely Available,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,None,,True,True,False,False
Carex frankii,1176,Frank's sedge,CAFR3,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,12.0,32.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,18467,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Rhizomatous,Slow,2.0,False,False,Long,False,None,False,Erect,None,Medium,,False,True,True,High,Medium,False,Low,Medium,High,140,None,High,7.2,5.9,4800,2700,55,18,9,None,Tolerant,-23,Late Spring,Routinely Available,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,Moderate,,True,True,True,False
"Carex glaucodea, C. flaccosperma",1175,"thinfruit sedge,blue wood sedge",CAFL3,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18452,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Gray-Green,Moderate,Porous,Medium,Brown,False,Bunch,Slow,1.0,False,False,Long,False,None,False,Erect,None,Medium,,False,True,True,High,High,False,Low,Medium,High,175,None,High,7.1,4.6,4800,2700,55,36,8,None,Tolerant,-8,Late Spring,Routinely Available,Low,Spring,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,Slow,,True,True,False,False
Carex gracillima,1177,graceful sedge,CAGR2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,8.0,36.0,8.0,36,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18494,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Dark Green,Moderate,Porous,Coarse,Brown,False,Bunch,Slow,3.0,False,False,Long,False,None,False,Semi-Erect,None,Medium,,False,True,True,Medium,Low,False,Low,Medium,High,85,None,Medium,6.9,4.7,4800,2700,55,36,8,None,Tolerant,-33,Late Spring,Routinely Available,Low,Spring,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,None,,True,True,False,False
Carex granularis,1178,limestone meadow sedge,CAGR3,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,8.0,24.0,,,False,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,18499,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Moderate,Porous,Medium,Brown,False,Bunch,Slow,2.5,False,False,Long,False,None,False,Erect,None,Medium,,False,True,True,High,High,False,Low,High,High,120,None,High,7.2,6.0,4800,2700,55,14,8,None,Tolerant,-33,Mid Spring,Routinely Available,Low,Spring,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,Moderate,,True,True,False,False
Carex intumescens,1179,greater bladder sedge,CAIN12,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,2.0,3.0,12.0,30,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,17314,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Dark Green,Moderate,Porous,Medium,Brown,False,Bunch,Moderate,3.0,False,False,Moderate,False,None,False,Erect,None,Medium,,False,True,True,High,Low,False,None,High,High,85,None,High,6.9,4.8,4800,2700,55,36,8,None,Tolerant,-33,Late Spring,Routinely Available,Low,Summer,Fall,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,None,,True,True,True,False
Carex laxiculmis,,"Spreading Sedge, Creeping Sedge",CADIF,,True,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,18385,Monocot,True,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Carex longii,,Caric Sedge,CALO5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,17440,Monocot,True,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
Carex lupulina,1180,hop sedge,CALU4,True,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,18.0,39.0,,,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,17455,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Medium,False,False,False,False,,,,Slow,None,False,False,True,Green,False,Green,Porous,Porous,Fine,Yellow,False,Bunch,Moderate,4.3,False,False,Long,False,None,False,Erect,None,,,False,True,True,Medium,Medium,False,Low,Medium,Low,107,None,Medium,7.0,6.2,4800,3450,65,26,18,None,Intermediate,-38,Spring,Routinely Available,Medium,Spring,Fall,False,False,False,False,False,False,True,False,True,False,Moderate,Medium,False,None,94696,True,False,False,False
Carex normalis,1182,greater straw sedge,CANO,True,True,True,False,True,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,2.0,3.0,2.0,3,False,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,17576,Monocot,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Low,False,False,False,False,Low,Low,,Slow,None,False,False,False,Green,False,Green,Dense,Porous,Coarse,Brown,False,Bunch,Rapid,5.0,False,False,Long,False,None,False,Erect,None,High,,False,True,True,High,Low,False,None,High,High,85,None,High,6.7,4.7,4800,2700,55,32,12,None,Tolerant,-33,Late Spring,Routinely Available,Low,Summer,Summer,False,True,False,False,False,False,True,False,True,False,Slow,Low,False,Slow,,True,True,False,False
Carex pensylvanica,1183,Pennsylvania sedge,CAPE6,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,1.0,3.0,,,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,17676,Monocot,True,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
